attendance,study_hours,previous_marks,sleep_hours,internet_access,tuition,extracurricular,screen_time,assignments_completed,final_marks
84,8,71,9,0,0,0,8,3,97.2
73,8,83,8,0,1,0,5,10,100.0
77,1,80,7,1,1,1,6,9,88.4
54,1,68,6,0,1,1,5,2,59.5
71,8,99,9,1,1,1,3,6,100.0
72,5,80,9,1,1,0,8,1,89.4
60,2,93,6,1,1,1,7,4,81.7
94,7,47,7,0,1,0,1,1,92.1
72,5,76,8,1,1,1,6,9,100.0
72,8,49,5,0,1,0,6,10,100.0
91,2,66,7,1,1,1,2,2,82.6
55,2,99,4,1,0,0,5,1,68.1
74,2,84,4,1,1,0,6,8,83.4
74,8,94,9,0,1,1,5,2,100.0
95,7,92,5,1,0,1,2,8,100.0
55,6,72,7,0,1,1,3,2,91.3
100,5,49,8,0,1,1,3,4,92.1
58,7,54,8,0,1,0,7,8,94.7
65,1,69,9,1,0,0,7,3,64.1
53,1,52,8,1,0,0,1,1,57.9
85,1,58,6,0,1,0,2,1,61.2
51,6,58,6,1,0,0,5,6,84.9
54,6,46,9,0,0,0,2,10,94.2
89,7,82,6,1,1,1,2,4,100.0
85,7,43,7,1,0,0,1,7,100.0
100,3,72,9,1,1,1,7,1,86.3
51,8,64,5,1,0,0,5,1,85.3
60,7,83,4,0,1,0,1,7,100.0
83,1,98,6,1,0,0,2,8,90.8
87,1,80,7,0,1,0,8,7,75.4
62,6,85,8,1,0,1,8,8,100.0
85,8,42,8,0,0,1,8,10,100.0
63,6,53,8,1,1,1,2,10,100.0
75,6,91,8,1,1,1,2,8,100.0
69,5,64,6,0,0,0,6,4,75.4
65,3,71,9,1,0,1,3,9,95.9
82,8,93,7,1,1,1,8,9,100.0
51,6,97,9,0,0,1,1,2,100.0
82,6,82,7,0,0,0,3,4,96.7
81,4,92,4,1,1,1,6,6,97.0
78,8,57,8,1,0,0,5,5,100.0
82,7,95,6,0,1,1,5,1,100.0
66,6,47,7,0,1,0,5,9,91.5
96,5,55,6,1,0,0,6,5,84.2
54,7,52,4,1,1,0,1,5,93.1
52,2,60,4,1,0,1,8,4,56.4
55,6,75,9,1,1,0,3,9,100.0
96,8,90,8,0,0,1,1,3,100.0
57,4,62,5,0,0,1,1,9,85.7
100,4,75,5,1,1,0,3,3,91.5
64,1,74,9,0,0,1,7,4,65.9
60,3,49,7,0,1,0,4,7,73.6
86,3,75,6,0,0,0,1,5,82.7
67,6,65,4,1,1,1,5,7,96.9
50,4,43,5,0,1,1,2,10,82.2
97,6,73,4,0,0,1,2,5,96.6
52,1,72,8,1,0,1,8,3,62.2
82,7,79,9,1,1,1,2,6,100.0
55,7,79,5,0,1,1,5,9,100.0
77,1,80,7,1,0,0,3,1,68.9
60,8,47,9,0,1,1,3,5,100.0
59,6,50,6,0,0,0,4,4,75.8
79,3,40,8,1,0,1,8,2,62.8
82,2,89,9,0,1,0,6,5,86.0
56,1,67,4,0,0,1,3,7,63.5
53,2,59,9,0,0,1,5,7,71.7
80,1,51,8,0,0,1,3,8,71.9
81,4,49,4,1,0,0,7,3,64.3
63,8,68,6,0,0,0,7,7,95.3
75,8,59,7,1,1,1,6,2,100.0
52,8,53,7,1,1,0,7,9,100.0
87,4,59,8,1,0,1,3,9,98.5
89,3,65,6,0,0,0,6,10,81.8
53,4,55,4,0,1,1,7,9,76.1
73,5,50,8,0,0,1,8,4,74.6
66,6,69,9,0,0,0,3,10,100.0
71,5,51,5,1,0,1,2,7,88.6
80,7,100,4,0,1,0,7,9,100.0
56,3,73,4,0,0,1,6,7,71.4
66,5,65,9,0,1,0,4,7,95.2
74,3,42,4,0,1,1,7,3,58.1
92,1,60,6,0,0,1,1,8,76.9
51,6,72,7,1,1,1,7,8,100.0
86,4,44,9,0,1,1,7,9,88.3
60,2,92,7,0,1,0,4,7,85.8
53,3,57,6,1,0,1,7,4,65.9
65,4,45,6,1,1,0,3,4,76.5
100,7,58,7,0,1,0,5,6,100.0
61,1,66,4,0,1,0,6,7,61.6
92,3,69,7,0,1,0,8,7,82.0
57,2,59,7,1,0,1,6,9,76.0
95,2,93,8,1,1,0,2,1,91.2
93,6,81,7,1,1,1,7,2,100.0
76,5,53,8,1,0,0,8,5,80.4
94,1,80,7,0,0,1,7,5,72.3
93,2,99,4,1,0,0,5,4,81.7
89,6,87,8,0,1,1,4,2,100.0
84,2,68,4,0,0,1,2,7,76.0
94,1,77,8,1,0,1,1,10,97.1
95,2,91,9,0,1,0,1,9,100.0
96,3,79,6,0,0,1,6,8,87.8
54,3,57,7,1,0,1,1,8,85.1
100,4,55,9,1,1,1,7,4,90.5
